"","hcode","ancode","age","agecat","sample","FMD_cELISA","FMD_CHEKIT","FMD_EITB","FMD_iELISA","FMD_VNT_A","FMD_VNT_O","FMD_VNT_SAT2","PbP.A","PbP.O","PbP.SAT2","monlast","Date","FMDS_O","FMDS_A","FMDS_SAT2","CENTRE_COD","MOUTH_LESI","COM_MOUTH","FOOT_LESIO","COM_FOOT"
"1529",142,6,2,1,1,32,10.6,1,27,0.7526,1.2041,1.8062,0,0,0,10,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1530",142,7,2,1,1,84,8.9,0,1,0.7526,0.7526,1.8062,0,0,0,10,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1531",142,8,1,1,1,27,11.7,1,20,0.7526,1.0536,2.2577,0,0,0,10,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1532",142,9,1,1,1,77,9.4,0,1,0.7526,0.7526,0.9031,0,0,0,10,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1534",143,1,8,2,1,80,27.2,0,1,1.9567,0.7526,2.1072,0,0,0,7,"2000-10-11",0,1,1,NA,NA,NA,NA,NA
"1535",143,2,8,2,1,22,35,1,21,3.1608,1.5052,2.4082,0,0,0,7,"2000-10-11",0,1,1,NA,NA,NA,NA,NA
"1536",143,3,7,2,1,72,12.2,1,20,1.6557,1.0536,1.2041,0,0,0,7,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1537",143,4,7,2,1,85,13.3,1,9,0.7526,1.2041,1.3546,0,0,0,7,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1538",143,5,8,2,1,14,41.1,1,46,0.9031,1.6557,2.5588,0,0,0,7,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1540",143,7,2,1,1,68,3.6,0,2,0.7526,0.7526,2.4082,0,0,0,7,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1541",143,8,0.67,1,1,84,3.1,0,0,0.7526,0.7526,1.0536,0,0,0,7,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1542",143,9,0.58,1,1,73,4,0,0,0.7526,0.7526,1.0536,0,0,0,7,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1543",143,10,2,1,1,10,48.7,1,48,1.3546,0.7526,1.9567,0,0,0,7,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1544",144,1,12,2,1,64,24.1,1,10,2.1072,1.0536,1.6557,0,0,0,36,"2000-10-11",0,1,0,NA,NA,NA,NA,NA
"1546",144,3,12,2,1,76,11.6,1,13,0.9031,1.2041,1.5052,0,0,0,36,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1547",144,4,3,2,1,57,5.8,0,1,2.2577,1.6557,0.9031,0,0,0,36,"2000-10-11",0,1,0,NA,NA,NA,NA,NA
"1548",144,5,3,2,1,76,19.6,0,3,2.2577,1.0536,1.0536,0,0,0,36,"2000-10-11",0,1,0,NA,NA,NA,NA,NA
"1549",144,6,1,1,1,84,6.7,0,1,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1550",144,7,1,1,1,80,4,0,1,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1551",144,8,2,1,1,74,9.4,0,1,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1552",144,9,2,1,1,71,4,0,0,0.7526,0.7526,0.7526,0,0,0,36,"2000-10-11",0,0,0,NA,NA,NA,NA,NA
"1554",145,1,6,2,1,43,14.7,1,12,2.2577,1.3546,1.8062,0,0,0,6,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1555",145,2,5,2,1,4,93.3,1,26,1.8062,1.0536,1.8062,0,0,0,6,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1556",145,3,5,2,1,9,45.5,1,60,2.2577,0.7526,1.9567,0,0,0,6,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1557",145,4,6,2,1,13,35.3,1,25,1.2041,0.9031,1.2041,0,0,0,6,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1558",145,5,5,2,1,8,125.9,1,80,2.2577,1.0536,2.7093,0,0,0,6,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1559",145,6,0.67,1,1,75,4.5,0,9,0.7526,0.7526,1.9567,0,0,0,6,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1560",145,7,2,1,1,34,10.3,1,33,0.7526,1.2041,1.2041,0,0,0,6,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1561",145,8,2,1,1,20,6.7,1,28,0.7526,0.7526,1.6557,0,0,0,6,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1562",145,9,2,1,1,40,9.4,1,13,0.7526,0.7526,2.4082,0,0,0,6,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1563",145,10,2,1,1,34,17.9,1,12,0.7526,0.7526,2.5588,0,0,0,6,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1564",146,1,4,2,1,35,13.8,0,7,1.3546,1.0536,0.7526,0,0,0,36,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1565",146,2,4,2,1,43,28.6,1,15,1.8062,1.0536,1.0536,0,0,0,36,"2000-10-12",0,1,0,NA,NA,NA,NA,NA
"1567",146,4,4,2,1,48,28.1,1,10,2.1072,0.7526,0.7526,0,0,0,36,"2000-10-12",0,1,0,NA,NA,NA,NA,NA
"1568",146,5,5,2,1,36,65.6,1,43,1.9567,0.7526,0.7526,0,0,0,36,"2000-10-12",0,1,0,NA,NA,NA,NA,NA
"1570",146,7,2,1,1,81,5.8,0,0,0.7526,0.7526,0.7526,0,0,0,36,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1571",146,8,1,1,1,84,6.7,0,0,0.7526,0.7526,0.9031,0,0,0,36,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1572",146,9,1,1,1,77,5.4,0,0,0.7526,0.7526,0.7526,0,0,0,36,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1573",146,10,2,1,1,84,12.1,0,0,0.7526,0.7526,1.2041,0,0,0,36,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1574",147,1,4,2,1,15,49.6,1,57,1.3546,1.0536,1.9567,0,0,0,12,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1575",147,2,4,2,1,49,12.9,0,4,1.9567,1.2041,1.9567,0,0,0,12,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1576",147,3,6,2,1,7,94.6,1,123,2.5588,1.2041,2.1072,0,0,0,12,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1577",147,4,7,2,1,22,23.2,1,73,1.5052,0.9031,1.9567,0,0,0,12,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1578",147,5,7,2,1,36,18.2,1,11,1.8062,1.2041,2.2577,0,0,0,12,"2000-10-12",0,1,1,NA,NA,NA,NA,NA
"1579",147,6,1,1,1,56,10.2,1,20,0.7526,0.7526,1.3546,0,0,0,12,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1580",147,7,1,1,1,92,2.8,0,0,0.9031,0.7526,1.2041,0,0,0,12,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1581",147,8,1,1,1,82,6.3,0,0,0.7526,0.7526,1.3546,0,0,0,12,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1582",147,9,2,1,1,44,39.2,0,1,0.7526,0.7526,1.0536,0,0,0,12,"2000-10-12",0,0,0,NA,NA,NA,NA,NA
"1583",147,10,2,1,1,32,8.5,0,15,0.7526,0.7526,1.9567,0,0,0,12,"2000-10-12",0,0,1,NA,NA,NA,NA,NA
"1584",148,1,6,2,1,18,59.7,1,26,1.5052,1.2041,2.2577,0,0,0,10,"2000-10-13",0,0,1,NA,NA,NA,NA,NA
"1585",148,2,8,2,1,29,12.5,1,35,1.0536,0.9031,1.6557,0,0,0,10,"2000-10-13",0,0,0,NA,NA,NA,NA,NA
"1586",148,3,8,2,1,28,10.8,1,40,1.8062,1.2041,1.5052,0,0,0,10,"2000-10-13",0,1,0,NA,NA,NA,NA,NA
"1587",148,4,3,2,1,73,6.8,0,5,0.7526,0.7526,2.2577,0,0,0,10,"2000-10-13",0,0,1,NA,NA,NA,NA,NA
"1588",148,5,4,2,1,39,8.5,1,10,1.8062,0.7526,1.3546,0,0,0,10,"2000-10-13",0,1,0,NA,NA,NA,NA,NA
"1589",148,6,0.67,1,1,90,2.8,0,0,0.7526,0.7526,0.9031,0,0,0,10,"2000-10-13",0,0,0,NA,NA,NA,NA,NA
"1590",148,7,1,1,1,89,9.1,0,1,0.7526,0.7526,0.7526,0,0,0,10,"2000-10-13",0,0,0,NA,NA,NA,NA,NA
"1591",148,8,1,1,1,80,2.8,0,2,0.7526,0.7526,1.3546,0,0,0,10,"2000-10-13",0,0,0,NA,NA,NA,NA,NA
"1592",148,9,0.67,1,1,88,3,0,0,0.7526,0.7526,1.0536,0,0,0,10,"2000-10-13",0,0,0,NA,NA,NA,NA,NA
"1593",148,10,2,1,1,6,29,1,62,0.7526,0.9031,2.1072,0,0,0,10,"2000-10-13",0,0,1,NA,NA,NA,NA,NA
"1597",149,4,6,2,1,54,19.9,1,8,0.7526,1.2041,1.8062,0,0,0,36,"2000-10-21",0,0,1,NA,NA,NA,NA,NA
"1598",149,5,5,2,1,18,10.2,1,22,1.9567,1.2041,1.9567,0,0,0,36,"2000-10-21",0,1,1,NA,NA,NA,NA,NA
"1599",149,6,0.5,1,1,87,5.1,0,0,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-21",0,0,0,NA,NA,NA,NA,NA
"1600",149,7,0.5,1,1,94,2.3,0,0,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-21",0,0,0,NA,NA,NA,NA,NA
"1601",150,1,8,2,1,3,73.9,1,63,1.5052,1.0536,2.1072,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1602",150,2,3,2,1,27,43.2,1,12,0.7526,0.7526,2.5588,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1603",150,3,7,2,1,10,10.8,1,54,1.3546,0.7526,2.2577,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1604",150,4,5,2,1,39,23.9,1,16,1.5052,0.7526,2.4082,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1605",150,5,7,2,1,22,10.8,1,24,1.5052,1.2041,2.7093,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1606",150,6,1,1,1,23,31.8,1,57,0.7526,0.7526,2.5588,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1607",150,7,2,1,1,84,8,0,3,0.7526,0.7526,2.2577,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1608",150,8,2,1,1,38,15.9,0,6,0.7526,0.7526,2.2577,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1609",150,9,1,1,1,31,14.8,1,12,0.7526,0.7526,2.5588,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1610",150,10,2,1,1,60,13.1,0,2,0.7526,0.7526,2.2577,0,0,0,2,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1611",151,1,3,2,1,13,35.2,1,30,1.0536,1.0536,2.4082,0,0,0,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1612",151,2,1,1,1,9,168.2,1,59,0.9031,0.7526,3.0103,0,0,0,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1613",151,3,10,2,1,24,64.2,1,63,2.8598,0.9031,2.7093,0,0,0,1,"2000-10-22",0,1,1,NA,NA,NA,NA,NA
"1614",151,4,3,2,1,37,17,0,3,0.9031,0.9031,2.4082,0,0,0,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1616",151,6,5,2,1,53,13.6,0,4,1.8062,1.0536,1.9567,0,0,0,1,"2000-10-22",0,1,1,NA,NA,NA,NA,NA
"1617",151,7,2,1,1,85,5.7,0,4,0.7526,0.7526,2.1072,0,0,0,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1619",151,9,1,1,1,18,35.9,1,33,0.7526,0.7526,2.7093,0,0,1,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1620",151,10,1,1,1,39,76.5,1,60,0.7526,0.7526,2.5588,0,0,0,1,"2000-10-22",0,0,1,NA,NA,NA,NA,NA
"1621",152,1,3,2,1,49,19,1,12,0.7526,1.0536,1.3546,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1622",152,2,4,2,1,11,25.5,1,61,2.1072,0.7526,1.8062,0,0,0,18,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1623",152,3,4,2,1,19,72.5,1,32,1.9567,0.7526,2.5588,0,0,0,18,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1624",152,4,6,2,1,30,9.8,1,20,1.9567,1.0536,1.5052,0,0,0,18,"2000-10-26",0,1,0,NA,NA,NA,NA,NA
"1625",152,5,3,2,1,45,27.5,1,17,1.0536,0.9031,1.6557,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1626",152,6,2,1,1,92,7.8,0,0,0.7526,0.7526,1.8062,0,0,0,18,"2000-10-26",0,0,1,NA,NA,NA,NA,NA
"1627",152,7,2,1,1,52,4.6,1,18,0.9031,0.7526,1.3546,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1628",152,8,2,1,1,87,3.9,0,0,0.7526,0.7526,1.2041,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1629",152,9,2,1,1,87,3.9,0,1,0.7526,0.7526,1.5052,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1630",152,10,2,1,1,79,3.9,0,0,0.9031,0.7526,1.2041,0,0,0,18,"2000-10-26",0,0,0,NA,NA,NA,NA,NA
"1631",153,1,5,2,1,18,17.6,1,25,3.1608,1.0536,1.8062,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1632",153,2,5,2,1,41,14.4,0,0,1.9567,0.7526,2.5588,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1633",153,3,5,2,1,11,50.3,1,58,2.1072,1.0536,2.2577,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1634",153,4,6,2,1,19,27.5,1,56,1.9567,1.2041,2.2577,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1635",153,5,6,2,1,7,39.9,1,48,1.8062,0.7526,2.8598,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1636",153,6,1,1,1,9,19,1,38,1.9567,0.7526,1.5052,0,0,0,2,"2000-10-26",0,1,0,NA,NA,NA,NA,NA
"1637",153,7,2,1,1,1,208.5,1,129,2.8598,0.7526,2.2577,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1638",153,8,2,1,1,1,176.5,1,115,2.5588,0.7526,2.8598,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1639",153,9,2,1,1,6,79.7,1,129,2.8598,0.7526,2.5588,1,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
"1640",153,10,2,1,1,9,12.4,1,18,2.5588,0.7526,2.2577,0,0,0,2,"2000-10-26",0,1,1,NA,NA,NA,NA,NA
